"TASK_ID";"TASK_NAME";"DATE";"PLANNED_TIME";"DAY_OF_WEEK";"WEEK_TYPE";"MOOD";"ENERGY";"WEATHER";"SEASON";"EXPORT_TIMESTAMP"
"REC059";"Nettoyage plaque";"2025-11-01";"21:55";"5";"";"";"";"";"";"2025-10-31T23:17:55.223751"
"REC061";"Sol cuisine";"2025-11-01";"22:25";"5";"";"";"";"";"";"2025-10-31T23:17:55.223751"
"REC062";"Dessus frigo";"2025-11-01";"22:55";"5";"";"";"";"";"";"2025-10-31T23:17:55.223751"
"REC064";"Tri épices/boîtes";"2025-11-01";"23:25";"5";"";"";"";"";"";"2025-10-31T23:17:55.223751"
"REC026";"Jeu avec Gigi";"2025-11-02";"06:55";"6";"";"";"";"";"";"2025-10-31T23:17:55.223751"
"REC027";"Jeu avec Coco";"2025-11-01";"06:55";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC026";"Jeu avec Gigi";"2025-11-01";"07:25";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC034";"Rotation épaules";"2025-11-01";"07:55";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC036";"Coiffure et barbe";"2025-11-01";"08:25";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC037";"Brossage Gigi";"2025-11-01";"08:55";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC038";"Brossage Coco";"2025-11-01";"09:25";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC041";"Tri vêtements";"2025-11-01";"09:55";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC042";"Tri vrac";"2025-11-01";"10:25";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC043";"Dégager canapé";"2025-11-01";"10:55";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC056";"Égouttoir vaisselle";"2025-11-01";"11:25";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC059";"Nettoyage plaque";"2025-11-01";"11:55";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC061";"Sol cuisine";"2025-11-01";"12:25";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC062";"Dessus frigo";"2025-11-01";"12:55";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC064";"Tri épices/boîtes";"2025-11-01";"13:25";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC069";"Tri lavabo";"2025-11-01";"13:55";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC070";"Miroir salle de bain";"2025-11-01";"14:25";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC076";"Sol salle de bain";"2025-11-01";"14:55";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC025";"Brossage dentaire";"2025-11-01";"15:25";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC001";"Arroser les plantes";"2025-11-01";"15:55";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC002";"Nettoyer caisse chat";"2025-11-01";"16:25";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC027";"Jeu avec Coco";"2025-11-01";"16:55";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC026";"Jeu avec Gigi";"2025-11-01";"17:25";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC034";"Rotation épaules";"2025-11-01";"17:55";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC036";"Coiffure et barbe";"2025-11-01";"18:25";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC037";"Brossage Gigi";"2025-11-01";"18:55";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC038";"Brossage Coco";"2025-11-01";"19:25";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC041";"Tri vêtements";"2025-11-01";"19:55";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC042";"Tri vrac";"2025-11-01";"20:25";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC043";"Dégager canapé";"2025-11-01";"20:55";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC056";"Égouttoir vaisselle";"2025-11-01";"21:25";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC059";"Nettoyage plaque";"2025-11-01";"21:55";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC061";"Sol cuisine";"2025-11-01";"22:25";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC062";"Dessus frigo";"2025-11-01";"22:55";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC064";"Tri épices/boîtes";"2025-11-01";"23:25";"5";"";"";"";"";"";"2025-10-31T23:21:57.102991"
"REC027";"Jeu avec Coco";"2025-11-02";"06:55";"6";"";"";"";"";"";"2025-10-31T23:21:57.102991"
